BruMic036,BruMic038,BruMic041,BruMic045,BruMic049,BruMic050,BruMic36R,BruMic37,BruMic37R,BruMic40b,BruMic41c,BruMic42,BruMic43b,BruMic45c,BruMic45R,BruMic46,BruMic47b,BruMic49bc,BruMic49R,BruMic50R,BruWas16,BruWas19,BruWas21,BruWas21R,BruWas25b,BruWas3,BruWas44,DegAfa050,DegAfa050_rep,DegAfa051,DegAfa076,DegAr76,DegArf52,DegArf52R,DegArf53,DegArf58,DegArf59,DegArf59R,DegArf60R,DegImi001,DegImi001b,DegImi002,DegImi006,DegImi007,DegImi009,DegImi009b,DegImi010,DegImi011,DegImi012,DegImi013,DegImi10b,DegImi10c,DegImi10R,DegImi11c,DegImi11R,DegImi12b,DegImi12R,DegImi13c,DegImi13R,DegImi1c,DegImi1R,DegImi1Rb,DegImi1Rc,DegImi2b,DegImi2R,DegImi5R,DegImi6R,DegImi7c,DegImi7R,DegImi7Rb,DegImi9R,DegTri017,DegTri024,DegTri025,DegTri027,DegTri17c,DegTri17Rb,DegTri18R,DegTri19Rb,DegTri20R,DegTri21,DegTri23,DegTri23b,DegTri23R,DegTri24c,DegTri25c,DegTri25R,DegTri27b,DegTri27c,DegTri27R,DegWas023,DegWas075,DegWas63Rb,DegWas71,ItoMic005,KauArf001,KauArf005,KauArf007,KauArf009,KauArf010,KauArf012,KauArf012b,KauArf013,KauArf014,KauArf015,KauArf10R,KauArf12R,KauArf13R,KauArf14R,KauArf15R,KauArf1b,KauArf1R,KauArf4R,KauArf5c,KauArf5R,KauArf7Rb,KauArf9c,KauArf9R,KauWas022,KauWas025,KauWas028,KauWas029,KauWas031,KauWas032,KauWas032b,KauWas033,KauWas034,KauWas10,KauWas2,KauWas22c,KauWas22R,KauWas24R,KauWas25c,KauWas26R,KauWas27Rb,KauWas28R,KauWas29R,KauWas3,KauWas31R,KauWas32R,KauWas33R,KauWas34R,KauWas3R,KauWas4R,KauWas5R,KauWas6R,KauWas7b,KauWas8R,KauWas9,MemAfr001,MemArf003,MemArf11,MemArf12,MemArf13,MemArf14,MemArf1R,MemArf3R,MemArf6,MemArf7,MemArf7R,MemArf9b,MemIto23,MemIto3,MemIto4,MemIto5,MemIto6,MemTri10b,MemTri4,MemTri5,MemTri7,MemTri9R,NumAr16R,NumAr25R,NumAr6R,NumAr7R,NumArf003,NumArf006,NumArf007,NumArf009,NumArf016,NumArf025,NumArf029,NumArf034,NumArf038,NumArf040,NumArf16c,NumArf29c,NumArf29R,NumArf34R,NumArf38R,NumArf3R,NumArf40R,NumArf9R,NumIto004,NumIto013,NumIto040,NumIto048,NumIto054,NumIto055,NumIto064,NumIto065,NumIto13R,NumIto40R,NumIto4R,NumIto54R,NumIto55R,NumIto59R,NumIto64R,NumIto65b,NumIto65R,NumTri020,NumTri026,NumTri027,NumTri030,NumTri035,NumTri18R,NumTri20R,NumTri25R,NumTri26R,NumTri27R,NumTri30R,NumTri33R,NumTri34R,NumTri35R,NumWas020,NumWas025,NumWas027,NumWas028,NumWas030,NumWas031,NumWas12R,NumWas20R,NumWas25c,NumWas25R,NumWas27R,NumWas28R,NumWas30R,NumWas31R,NumWas32R,SnoMic005,SnoMic046,SnoMic047,SnoMic048,SnoMic051,SnoMic052,SnoMic052b,SnoMic054,SnoMic055,SnoMic46,SnoMic47,SnoMic48,SnoMic50R,SnoMic51R,SnoMic52,SnoMic53R,SnoMic55c,SnoMic55R,SnoMic59,SnoTri003,SnoTri005,SnoTri006,SnoTri006b,SnoTri007,SnoTri010,SnoTri011,SnoTri10c,SnoTri11b,SnoTri11R,SnoTri2,SNoTri2b,SnoTri3c,SnoTri3R,SnoTri5c,SnoTri6R,SnoTri7c,SnoTri7R,SnoWas022,SnoWas023,SnoWas1,SnoWas17,SnoWas23c,SnoWas23R,SnoWas27,SnoWas29
0,0.017032,0.191665,0.093023,0.030776,0.026171,0.033266,0.019586,0.065254,0.023734,0.061905,0.097461,0.441449,0.032197,0.060845,0.013893,0.010548,0.038881,0.060949,0.065254,0.609197,0.588404,0.607263,0.558209,0.611243,0.624909,0.012565,0.66408,0.659498,0.670888,0.691698,0.652238,0.653901,0.647998,0.653586,0.675384,0.649701,0.653901,0.649699,0.24809,0.256794,0.288642,0.202218,0.245974,0.244712,0.256794,0.26615,0.247825,0.268931,0.269998,0.258988,0.269998,0.233758,0.27032,0.267555,0.261623,0.274009,0.252472,0.237371,0.281793,0.272032,0.26683,0.241649,0.270053,0.230275,0.256796,0.241722,0.270257,0.2471,0.259399,0.279155,0.626489,0.51596,0.595072,0.627408,0.618084,0.629792,0.599605,0.584353,0.56818,0.63319,0.610593,0.626061,0.584388,0.623963,0.599584,0.621783,0.602329,0.593447,0.559355,0.553498,0.57625,0.60056,0.562207,0.268856,0.598898,0.598553,0.531142,0.612556,0.613664,0.6375,0.606098,0.590841,0.588699,0.610164,0.610076,0.614861,0.597444,0.590285,0.602733,0.598574,0.586246,0.591402,0.599021,0.599198,0.586248,0.612777,0.609134,0.381705,0.529675,0.64029,0.630692,0.621144,0.649132,0.658861,0.648926,0.604792,0.156216,0.617631,0.632329,0.592574,0.604608,0.64975,0.623209,0.61758,0.611909,0.604415,0.629019,0.636163,0.632231,0.612554,0.62879,0.619933,0.640224,0.618232,0.617948,0.619292,0.621857,0.610853,0.625413,0.632976,0.634062,0.606036,0.602735,0.632339,0.625413,0.626609,0.63123,0.636274,0.598576,0.634866,0.169827,0.161004,0.174471,0.188579,0.162087,0.623148,0.48304,0.592621,0.435322,0.520566,0.58516,0.598937,0.588432,0.608214,0.599021,0.589629,0.598865,0.586467,0.605115,0.60041,0.146615,0.593907,0.6112,0.605174,0.588261,0.6112,0.610061,0.598576,0.596513,0.620838,0.600073,0.601362,0.175227,0.190799,0.152479,0.17928,0.161676,0.177719,0.188952,0.193933,0.174015,0.197874,0.174379,0.214582,0.187433,0.192451,0.194616,0.227206,0.186174,0.53976,0.512232,0.571621,0.534199,0.594477,0.594767,0.575391,0.532269,0.562562,0.575391,0.575435,0.564168,0.568772,0.608211,0.349392,0.540969,0.591973,0.63255,0.566146,0.597221,0.617396,0.62435,0.635426,0.615884,0.646058,0.349392,0.614645,0.629923,0.346914,0.264088,0.06405,0.014908,0.056265,0.008892,0.027625,0.032814,0.016465,0.014417,0.063582,0.018192,0.012863,0.036562,0.033082,0.033494,0.07138,0.027704,0.093001,0.025163,0.645526,0.624737,0.629604,0.606926,0.474414,0.626092,0.609541,0.62162,0.630648,0.57448,0.605018,0.623081,0.63243,0.571621,0.532134,0.6146,0.621684,0.548682,0.602432,0.612167,0.48165,0.599762,0.334754,0.602432,0.589878,0.589711
0.017032,0,0.179877,0.081235,0.018988,0.017701,0.021478,0.027744,0.053466,0.015264,0.050117,0.085673,0.429661,0.020409,0.049057,0.022051,0.016254,0.027093,0.049161,0.053466,0.597409,0.576616,0.595475,0.546421,0.599455,0.613121,0.018275,0.652292,0.64771,0.6591,0.67991,0.64045,0.642113,0.63621,0.641798,0.663596,0.637913,0.642113,0.637911,0.236302,0.245006,0.276854,0.19043,0.234186,0.232924,0.245006,0.254362,0.236037,0.257143,0.25821,0.2472,0.25821,0.22197,0.258532,0.255767,0.249835,0.262221,0.240684,0.225583,0.270005,0.260244,0.255042,0.229861,0.258265,0.218487,0.245008,0.229934,0.258469,0.235312,0.247611,0.267367,0.614701,0.504172,0.583284,0.61562,0.606296,0.618004,0.587817,0.572565,0.556392,0.621402,0.598805,0.614273,0.5726,0.612175,0.587796,0.609995,0.590541,0.581659,0.547567,0.54171,0.564462,0.588772,0.550419,0.257068,0.58711,0.586765,0.519354,0.600768,0.601876,0.625712,0.59431,0.579053,0.576911,0.598376,0.598288,0.603073,0.585656,0.578497,0.590945,0.586786,0.574458,0.579614,0.587233,0.58741,0.57446,0.600989,0.597346,0.369917,0.517887,0.628502,0.618904,0.609356,0.637344,0.647073,0.637138,0.593004,0.144428,0.605843,0.620541,0.580786,0.59282,0.637962,0.611421,0.605792,0.600121,0.592627,0.617231,0.624375,0.620443,0.600766,0.617002,0.608145,0.628436,0.606444,0.60616,0.607504,0.610069,0.599065,0.613625,0.621188,0.622274,0.594248,0.590947,0.620551,0.613625,0.614821,0.619442,0.624486,0.586788,0.623078,0.158039,0.149216,0.162683,0.176791,0.150299,0.61136,0.471252,0.580833,0.423534,0.508778,0.573372,0.587149,0.576644,0.596426,0.587233,0.577841,0.587077,0.574679,0.593327,0.588622,0.134827,0.582119,0.599412,0.593386,0.576473,0.599412,0.598273,0.586788,0.584725,0.60905,0.588285,0.589574,0.163439,0.179011,0.140691,0.167492,0.149888,0.165931,0.177164,0.182145,0.162227,0.186086,0.162591,0.202794,0.175645,0.180663,0.182828,0.215418,0.174386,0.527972,0.500444,0.559833,0.522411,0.582689,0.582979,0.563603,0.520481,0.550774,0.563603,0.563647,0.55238,0.556984,0.596423,0.337604,0.529181,0.580185,0.620762,0.554358,0.585433,0.605608,0.612562,0.623638,0.604096,0.63427,0.337604,0.602857,0.618135,0.335126,0.2523,0.052262,0.029438,0.044477,0.01705,0.015837,0.021026,0.022175,0.028947,0.051794,0.009722,0.021021,0.024774,0.021294,0.021706,0.059592,0.035862,0.081213,0.013375,0.633738,0.612949,0.617816,0.595138,0.462626,0.614304,0.597753,0.609832,0.61886,0.562692,0.59323,0.611293,0.620642,0.559833,0.520346,0.602812,0.609896,0.536894,0.590644,0.600379,0.469862,0.587974,0.322966,0.590644,0.57809,0.577923
0.191665,0.179877,0,0.153844,0.172573,0.192334,0.185667,0.202377,0.167877,0.189897,0.164528,0.158282,0.252488,0.184598,0.163468,0.196684,0.190887,0.180678,0.163572,0.167877,0.420236,0.399443,0.418302,0.369248,0.422282,0.435948,0.192908,0.475119,0.470537,0.481927,0.502737,0.463277,0.46494,0.459037,0.464625,0.486423,0.46074,0.46494,0.460738,0.108965,0.117669,0.149517,0.063093,0.106849,0.105587,0.117669,0.127025,0.1087,0.129806,0.130873,0.119863,0.130873,0.094633,0.131195,0.12843,0.122498,0.134884,0.113347,0.098246,0.142668,0.132907,0.127705,0.102524,0.130928,0.09115,0.117671,0.102597,0.131132,0.107975,0.120274,0.14003,0.437528,0.326999,0.406111,0.438447,0.429123,0.440831,0.410644,0.395392,0.379219,0.444229,0.421632,0.4371,0.395427,0.435002,0.410623,0.432822,0.413368,0.404486,0.370394,0.364537,0.387289,0.411599,0.373246,0.129731,0.409937,0.409592,0.342181,0.423595,0.424703,0.448539,0.417137,0.40188,0.399738,0.421203,0.421115,0.4259,0.408483,0.401324,0.413772,0.409613,0.397285,0.402441,0.41006,0.410237,0.397287,0.423816,0.420173,0.192744,0.340714,0.451329,0.441731,0.432183,0.460171,0.4699,0.459965,0.415831,0.153659,0.42867,0.443368,0.403613,0.415647,0.460789,0.434248,0.428619,0.422948,0.415454,0.440058,0.447202,0.44327,0.423593,0.439829,0.430972,0.451263,0.429271,0.428987,0.430331,0.432896,0.421892,0.436452,0.444015,0.445101,0.417075,0.413774,0.443378,0.436452,0.437648,0.442269,0.447313,0.409615,0.445905,0.16727,0.158447,0.171914,0.186022,0.15953,0.434187,0.294079,0.40366,0.246361,0.331605,0.396199,0.409976,0.399471,0.419253,0.41006,0.400668,0.409904,0.397506,0.416154,0.411449,0.066812,0.404946,0.422239,0.416213,0.3993,0.422239,0.4211,0.409615,0.407552,0.431877,0.411112,0.412401,0.17267,0.188242,0.149922,0.176723,0.159119,0.175162,0.186395,0.191376,0.171458,0.195317,0.171822,0.212025,0.184876,0.189894,0.192059,0.224649,0.183617,0.350799,0.323271,0.38266,0.345238,0.405516,0.405806,0.38643,0.343308,0.373601,0.38643,0.386474,0.375207,0.379811,0.41925,0.160431,0.352008,0.403012,0.443589,0.377185,0.40826,0.428435,0.435389,0.446465,0.426923,0.457097,0.160431,0.425684,0.440962,0.157953,0.124963,0.166673,0.204071,0.158888,0.191683,0.180026,0.185215,0.196808,0.20358,0.166205,0.184355,0.195654,0.188963,0.185483,0.166209,0.174003,0.210495,0.155032,0.18177,0.456565,0.435776,0.440643,0.417965,0.285453,0.437131,0.42058,0.432659,0.441687,0.385519,0.416057,0.43412,0.443469,0.38266,0.343173,0.425639,0.432723,0.359721,0.413471,0.423206,0.292689,0.410801,0.145793,0.413471,0.400917,0.40075
0.093023,0.081235,0.153844,0,0.073931,0.093692,0.087025,0.103735,0.069235,0.091255,0.065886,0.020444,0.403628,0.085956,0.064826,0.098042,0.092245,0.082036,0.06493,0.069235,0.571376,0.550583,0.569442,0.520388,0.573422,0.587088,0.094266,0.626259,0.621677,0.633067,0.653877,0.614417,0.61608,0.610177,0.615765,0.637563,0.61188,0.61608,0.611878,0.210269,0.218973,0.250821,0.164397,0.208153,0.206891,0.218973,0.228329,0.210004,0.23111,0.232177,0.221167,0.232177,0.195937,0.232499,0.229734,0.223802,0.236188,0.214651,0.19955,0.243972,0.234211,0.229009,0.203828,0.232232,0.192454,0.218975,0.203901,0.232436,0.209279,0.221578,0.241334,0.588668,0.478139,0.557251,0.589587,0.580263,0.591971,0.561784,0.546532,0.530359,0.595369,0.572772,0.58824,0.546567,0.586142,0.561763,0.583962,0.564508,0.555626,0.521534,0.515677,0.538429,0.562739,0.524386,0.231035,0.561077,0.560732,0.493321,0.574735,0.575843,0.599679,0.568277,0.55302,0.550878,0.572343,0.572255,0.57704,0.559623,0.552464,0.564912,0.560753,0.548425,0.553581,0.5612,0.561377,0.548427,0.574956,0.571313,0.343884,0.491854,0.602469,0.592871,0.583323,0.611311,0.62104,0.611105,0.566971,0.118395,0.57981,0.594508,0.554753,0.566787,0.611929,0.585388,0.579759,0.574088,0.566594,0.591198,0.598342,0.59441,0.574733,0.590969,0.582112,0.602403,0.580411,0.580127,0.581471,0.584036,0.573032,0.587592,0.595155,0.596241,0.568215,0.564914,0.594518,0.587592,0.588788,0.593409,0.598453,0.560755,0.597045,0.132006,0.123183,0.13665,0.150758,0.124266,0.585327,0.445219,0.5548,0.397501,0.482745,0.547339,0.561116,0.550611,0.570393,0.5612,0.551808,0.561044,0.548646,0.567294,0.562589,0.108794,0.556086,0.573379,0.567353,0.55044,0.573379,0.57224,0.560755,0.558692,0.583017,0.562252,0.563541,0.137406,0.152978,0.114658,0.141459,0.123855,0.139898,0.151131,0.156112,0.136194,0.160053,0.136558,0.176761,0.149612,0.15463,0.156795,0.189385,0.148353,0.501939,0.474411,0.5338,0.496378,0.556656,0.556946,0.53757,0.494448,0.524741,0.53757,0.537614,0.526347,0.530951,0.57039,0.311571,0.503148,0.554152,0.594729,0.528325,0.5594,0.579575,0.586529,0.597605,0.578063,0.608237,0.311571,0.576824,0.592102,0.309093,0.226267,0.068031,0.105429,0.060246,0.093041,0.081384,0.086573,0.098166,0.104938,0.067563,0.085713,0.097012,0.090321,0.086841,0.067567,0.075361,0.111853,0.05639,0.083128,0.607705,0.586916,0.591783,0.569105,0.436593,0.588271,0.57172,0.583799,0.592827,0.536659,0.567197,0.58526,0.594609,0.5338,0.494313,0.576779,0.583863,0.510861,0.564611,0.574346,0.443829,0.561941,0.296933,0.564611,0.552057,0.55189
0.030776,0.018988,0.172573,0.073931,0,0.031445,0.024778,0.041488,0.046162,0.029008,0.042813,0.078369,0.422357,0.023709,0.041753,0.035795,0.029998,0.014857,0.041857,0.046162,0.590105,0.569312,0.588171,0.539117,0.592151,0.605817,0.032019,0.644988,0.640406,0.651796,0.672606,0.633146,0.634809,0.628906,0.634494,0.656292,0.630609,0.634809,0.630607,0.228998,0.237702,0.26955,0.183126,0.226882,0.22562,0.237702,0.247058,0.228733,0.249839,0.250906,0.239896,0.250906,0.214666,0.251228,0.248463,0.242531,0.254917,0.23338,0.218279,0.262701,0.25294,0.247738,0.222557,0.250961,0.211183,0.237704,0.22263,0.251165,0.228008,0.240307,0.260063,0.607397,0.496868,0.57598,0.608316,0.598992,0.6107,0.580513,0.565261,0.549088,0.614098,0.591501,0.606969,0.565296,0.604871,0.580492,0.602691,0.583237,0.574355,0.540263,0.534406,0.557158,0.581468,0.543115,0.249764,0.579806,0.579461,0.51205,0.593464,0.594572,0.618408,0.587006,0.571749,0.569607,0.591072,0.590984,0.595769,0.578352,0.571193,0.583641,0.579482,0.567154,0.57231,0.579929,0.580106,0.567156,0.593685,0.590042,0.362613,0.510583,0.621198,0.6116,0.602052,0.63004,0.639769,0.629834,0.5857,0.137124,0.598539,0.613237,0.573482,0.585516,0.630658,0.604117,0.598488,0.592817,0.585323,0.609927,0.617071,0.613139,0.593462,0.609698,0.600841,0.621132,0.59914,0.598856,0.6002,0.602765,0.591761,0.606321,0.613884,0.61497,0.586944,0.583643,0.613247,0.606321,0.607517,0.612138,0.617182,0.579484,0.615774,0.150735,0.141912,0.155379,0.169487,0.142995,0.604056,0.463948,0.573529,0.41623,0.501474,0.566068,0.579845,0.56934,0.589122,0.579929,0.570537,0.579773,0.567375,0.586023,0.581318,0.127523,0.574815,0.592108,0.586082,0.569169,0.592108,0.590969,0.579484,0.577421,0.601746,0.580981,0.58227,0.156135,0.171707,0.133387,0.160188,0.142584,0.158627,0.16986,0.174841,0.154923,0.178782,0.155287,0.19549,0.168341,0.173359,0.175524,0.208114,0.167082,0.520668,0.49314,0.552529,0.515107,0.575385,0.575675,0.556299,0.513177,0.54347,0.556299,0.556343,0.545076,0.54968,0.589119,0.3303,0.521877,0.572881,0.613458,0.547054,0.578129,0.598304,0.605258,0.616334,0.596792,0.626966,0.3303,0.595553,0.610831,0.327822,0.244996,0.044958,0.043182,0.037173,0.030794,0.019137,0.024326,0.035919,0.042691,0.04449,0.023466,0.034765,0.028074,0.024594,0.014402,0.052288,0.049606,0.073909,0.020881,0.626434,0.605645,0.610512,0.587834,0.455322,0.607,0.590449,0.602528,0.611556,0.555388,0.585926,0.603989,0.613338,0.552529,0.513042,0.595508,0.602592,0.52959,0.58334,0.593075,0.462558,0.58067,0.315662,0.58334,0.570786,0.570619
0.026171,0.017701,0.192334,0.093692,0.031445,0,0.033935,0.036883,0.065923,0.007065,0.062574,0.09813,0.442118,0.032866,0.061514,0.03119,0.025393,0.03955,0.061618,0.065923,0.609866,0.589073,0.607932,0.558878,0.611912,0.625578,0.027414,0.664749,0.660167,0.671557,0.692367,0.652907,0.65457,0.648667,0.654255,0.676053,0.65037,0.65457,0.650368,0.248759,0.257463,0.289311,0.202887,0.246643,0.245381,0.257463,0.266819,0.248494,0.2696,0.270667,0.259657,0.270667,0.234427,0.270989,0.268224,0.262292,0.274678,0.253141,0.23804,0.282462,0.272701,0.267499,0.242318,0.270722,0.230944,0.257465,0.242391,0.270926,0.247769,0.260068,0.279824,0.627158,0.516629,0.595741,0.628077,0.618753,0.630461,0.600274,0.585022,0.568849,0.633859,0.611262,0.62673,0.585057,0.624632,0.600253,0.622452,0.602998,0.594116,0.560024,0.554167,0.576919,0.601229,0.562876,0.269525,0.599567,0.599222,0.531811,0.613225,0.614333,0.638169,0.606767,0.59151,0.589368,0.610833,0.610745,0.61553,0.598113,0.590954,0.603402,0.599243,0.586915,0.592071,0.59969,0.599867,0.586917,0.613446,0.609803,0.382374,0.530344,0.640959,0.631361,0.621813,0.649801,0.65953,0.649595,0.605461,0.156885,0.6183,0.632998,0.593243,0.605277,0.650419,0.623878,0.618249,0.612578,0.605084,0.629688,0.636832,0.6329,0.613223,0.629459,0.620602,0.640893,0.618901,0.618617,0.619961,0.622526,0.611522,0.626082,0.633645,0.634731,0.606705,0.603404,0.633008,0.626082,0.627278,0.631899,0.636943,0.599245,0.635535,0.170496,0.161673,0.17514,0.189248,0.162756,0.623817,0.483709,0.59329,0.435991,0.521235,0.585829,0.599606,0.589101,0.608883,0.59969,0.590298,0.599534,0.587136,0.605784,0.601079,0.147284,0.594576,0.611869,0.605843,0.58893,0.611869,0.61073,0.599245,0.597182,0.621507,0.600742,0.602031,0.175896,0.191468,0.153148,0.179949,0.162345,0.178388,0.189621,0.194602,0.174684,0.198543,0.175048,0.215251,0.188102,0.19312,0.195285,0.227875,0.186843,0.540429,0.512901,0.57229,0.534868,0.595146,0.595436,0.57606,0.532938,0.563231,0.57606,0.576104,0.564837,0.569441,0.60888,0.350061,0.541638,0.592642,0.633219,0.566815,0.59789,0.618065,0.625019,0.636095,0.616553,0.646727,0.350061,0.615314,0.630592,0.347583,0.264757,0.064719,0.038577,0.056934,0.026189,0.028294,0.033483,0.031314,0.038086,0.064251,0.007983,0.03016,0.037231,0.033751,0.034163,0.072049,0.045001,0.09367,0.025832,0.646195,0.625406,0.630273,0.607595,0.475083,0.626761,0.61021,0.622289,0.631317,0.575149,0.605687,0.62375,0.633099,0.57229,0.532803,0.615269,0.622353,0.549351,0.603101,0.612836,0.482319,0.600431,0.335423,0.603101,0.590547,0.59038
0.033266,0.021478,0.185667,0.087025,0.024778,0.033935,0,0.043978,0.059256,0.031498,0.055907,0.091463,0.435451,0.012273,0.054847,0.038285,0.032488,0.032883,0.054951,0.059256,0.603199,0.582406,0.601265,0.552211,0.605245,0.618911,0.034509,0.658082,0.6535,0.66489,0.6857,0.64624,0.647903,0.642,0.647588,0.669386,0.643703,0.647903,0.643701,0.242092,0.250796,0.282644,0.19622,0.239976,0.238714,0.250796,0.260152,0.241827,0.262933,0.264,0.25299,0.264,0.22776,0.264322,0.261557,0.255625,0.268011,0.246474,0.231373,0.275795,0.266034,0.260832,0.235651,0.264055,0.224277,0.250798,0.235724,0.264259,0.241102,0.253401,0.273157,0.620491,0.509962,0.589074,0.62141,0.612086,0.623794,0.593607,0.578355,0.562182,0.627192,0.604595,0.620063,0.57839,0.617965,0.593586,0.615785,0.596331,0.587449,0.553357,0.5475,0.570252,0.594562,0.556209,0.262858,0.5929,0.592555,0.525144,0.606558,0.607666,0.631502,0.6001,0.584843,0.582701,0.604166,0.604078,0.608863,0.591446,0.584287,0.596735,0.592576,0.580248,0.585404,0.593023,0.5932,0.58025,0.606779,0.603136,0.375707,0.523677,0.634292,0.624694,0.615146,0.643134,0.652863,0.642928,0.598794,0.150218,0.611633,0.626331,0.586576,0.59861,0.643752,0.617211,0.611582,0.605911,0.598417,0.623021,0.630165,0.626233,0.606556,0.622792,0.613935,0.634226,0.612234,0.61195,0.613294,0.615859,0.604855,0.619415,0.626978,0.628064,0.600038,0.596737,0.626341,0.619415,0.620611,0.625232,0.630276,0.592578,0.628868,0.163829,0.155006,0.168473,0.182581,0.156089,0.61715,0.477042,0.586623,0.429324,0.514568,0.579162,0.592939,0.582434,0.602216,0.593023,0.583631,0.592867,0.580469,0.599117,0.594412,0.140617,0.587909,0.605202,0.599176,0.582263,0.605202,0.604063,0.592578,0.590515,0.61484,0.594075,0.595364,0.169229,0.184801,0.146481,0.173282,0.155678,0.171721,0.182954,0.187935,0.168017,0.191876,0.168381,0.208584,0.181435,0.186453,0.188618,0.221208,0.180176,0.533762,0.506234,0.565623,0.528201,0.588479,0.588769,0.569393,0.526271,0.556564,0.569393,0.569437,0.55817,0.562774,0.602213,0.343394,0.534971,0.585975,0.626552,0.560148,0.591223,0.611398,0.618352,0.629428,0.609886,0.64006,0.343394,0.608647,0.623925,0.340916,0.25809,0.058052,0.045672,0.050267,0.033284,0.010625,0.015814,0.038409,0.045181,0.057584,0.025956,0.037255,0.016638,0.013158,0.027496,0.065382,0.052096,0.087003,0.023371,0.639528,0.618739,0.623606,0.600928,0.468416,0.620094,0.603543,0.615622,0.62465,0.568482,0.59902,0.617083,0.626432,0.565623,0.526136,0.608602,0.615686,0.542684,0.596434,0.606169,0.475652,0.593764,0.328756,0.596434,0.58388,0.583713
0.019586,0.027744,0.202377,0.103735,0.041488,0.036883,0.043978,0,0.075966,0.034446,0.072617,0.108173,0.452161,0.042909,0.071557,0.011781,0.02126,0.049593,0.071661,0.075966,0.619909,0.599116,0.617975,0.568921,0.621955,0.635621,0.023277,0.674792,0.67021,0.6816,0.70241,0.66295,0.664613,0.65871,0.664298,0.686096,0.660413,0.664613,0.660411,0.258802,0.267506,0.299354,0.21293,0.256686,0.255424,0.267506,0.276862,0.258537,0.279643,0.28071,0.2697,0.28071,0.24447,0.281032,0.278267,0.272335,0.284721,0.263184,0.248083,0.292505,0.282744,0.277542,0.252361,0.280765,0.240987,0.267508,0.252434,0.280969,0.257812,0.270111,0.289867,0.637201,0.526672,0.605784,0.63812,0.628796,0.640504,0.610317,0.595065,0.578892,0.643902,0.621305,0.636773,0.5951,0.634675,0.610296,0.632495,0.613041,0.604159,0.570067,0.56421,0.586962,0.611272,0.572919,0.279568,0.60961,0.609265,0.541854,0.623268,0.624376,0.648212,0.61681,0.601553,0.599411,0.620876,0.620788,0.625573,0.608156,0.600997,0.613445,0.609286,0.596958,0.602114,0.609733,0.60991,0.59696,0.623489,0.619846,0.392417,0.540387,0.651002,0.641404,0.631856,0.659844,0.669573,0.659638,0.615504,0.166928,0.628343,0.643041,0.603286,0.61532,0.660462,0.633921,0.628292,0.622621,0.615127,0.639731,0.646875,0.642943,0.623266,0.639502,0.630645,0.650936,0.628944,0.62866,0.630004,0.632569,0.621565,0.636125,0.643688,0.644774,0.616748,0.613447,0.643051,0.636125,0.637321,0.641942,0.646986,0.609288,0.645578,0.180539,0.171716,0.185183,0.199291,0.172799,0.63386,0.493752,0.603333,0.446034,0.531278,0.595872,0.609649,0.599144,0.618926,0.609733,0.600341,0.609577,0.597179,0.615827,0.611122,0.157327,0.604619,0.621912,0.615886,0.598973,0.621912,0.620773,0.609288,0.607225,0.63155,0.610785,0.612074,0.185939,0.201511,0.163191,0.189992,0.172388,0.188431,0.199664,0.204645,0.184727,0.208586,0.185091,0.225294,0.198145,0.203163,0.205328,0.237918,0.196886,0.550472,0.522944,0.582333,0.544911,0.605189,0.605479,0.586103,0.542981,0.573274,0.586103,0.586147,0.57488,0.579484,0.618923,0.360104,0.551681,0.602685,0.643262,0.576858,0.607933,0.628108,0.635062,0.646138,0.626596,0.65677,0.360104,0.625357,0.640635,0.357626,0.2748,0.074762,0.031992,0.066977,0.010698,0.038337,0.043526,0.027177,0.031501,0.074294,0.028904,0.006727,0.047274,0.043794,0.044206,0.082092,0.03304,0.103713,0.035875,0.656238,0.635449,0.640316,0.617638,0.485126,0.636804,0.620253,0.632332,0.64136,0.585192,0.61573,0.633793,0.643142,0.582333,0.542846,0.625312,0.632396,0.559394,0.613144,0.622879,0.492362,0.610474,0.345466,0.613144,0.60059,0.600423
